,Unnamed: 0,user_id,age,Language,city,state,country
5419,5419,163804,43.0,en,bonaire,georgia,usa
5429,5429,176214,34.0,en,springdale,arkansas,usa
5430,5430,177113,47.0,en,north augusta,south carolina,usa
5431,5431,177854,36.0,en,corrales,new mexico,usa
5433,5433,188022,34.74389988072476,en,harlowton,montana,usa
5434,5434,188593,26.0,en,stockton,california,usa
5435,5435,194513,57.0,en,sherkston,ontario,canada
5437,5437,194735,60.0,en,victoria,british columbia,canada
5438,5438,195386,53.0,en,canyon country,california,usa
5439,5439,196765,33.0,en,nepean,ontario,canada
5441,5441,201568,34.74389988072476,en,calgary,alberta,canada
5442,5442,205356,28.0,en,long beach,california,usa
5444,5444,208541,47.0,en,odessa,texas,usa
5445,5445,212216,34.74389988072476,en,lexington,"virginia,",
5446,5446,212853,34.74389988072476,en,cape coral,florida,usa
5447,5447,212923,34.0,en,minneapolis,minnesota,usa
5448,5448,213207,34.74389988072476,en,maryland heights,missouri,usa
5449,5449,214581,34.74389988072476,en,burnaby,british columbia,canada
5450,5450,216444,57.0,en,nunspeet,gelderland,netherlands
5451,5451,221698,53.0,en,lake oswego,oregon,usa
5452,5452,223748,53.0,en,olympia,washington,usa
5455,5455,228998,41.0,en,lincoln,nebraska,usa
5456,5456,229921,34.74389988072476,en,victoria,british columbia,canada
5459,5459,231603,34.74389988072476,en,gardendale,alabama,usa
5461,5461,232932,34.74389988072476,en,clovis,california,usa
5462,5462,233719,49.0,en,rochester hills,michigan,usa
5463,5463,233889,37.0,en,brisbane,queensland,australia
5465,5465,236480,34.0,en,houston,texas,usa
5466,5466,236909,45.0,en,edwardsville,illinois,usa
5469,5469,244915,49.0,en,lexington,north carolina,usa
5471,5471,247278,51.0,en,hootentown,missouri,usa
5472,5472,249924,38.0,en,san francisco,california,usa
5473,5473,250330,34.74389988072476,en,riverdale,new york,usa
5474,5474,250725,68.0,en,victoria,british columbia,canada
5475,5475,250925,33.0,en,milton,ontario,canada
5476,5476,250984,37.0,en,cambridge,massachusetts,usa
5477,5477,251518,34.74389988072476,en,woolmarket,mississippi,usa
5478,5478,252159,34.74389988072476,en,richmond,virginia,usa
5480,5480,253580,52.0,en,midland,ontario,canada
5482,5482,255546,42.0,en,las vegas,nevada,usa
5484,5484,256440,34.74389988072476,en,san luis obispo,",",
5488,5488,259628,34.74389988072476,en,baytown,texas,usa
5489,5489,263645,28.0,en,st. catharines,ontario,canada
5491,5491,269478,34.74389988072476,en,west mifflin,pennsylvania,usa
5492,5492,271086,34.74389988072476,en,calgary,alberta,canada
5493,5493,272885,34.74389988072476,en,union,south carolina,usa
5494,5494,272890,34.74389988072476,en,farmingdale,new york,usa
5495,5495,275994,49.0,en,rome,new york,usa
5496,5496,276231,34.74389988072476,en,livingston,texas,usa
5497,5497,278390,35.0,en,elburn,illinois,usa
5499,5499,8067,26.0,en,owings mills,maryland,usa
5501,5501,15819,34.74389988072476,en,grapevine,texas,usa
5503,5503,18979,36.0,en,huntington beach,california,usa
5504,5504,20971,20.0,en,sacramento,california,usa
5506,5506,23624,34.74389988072476,en,halifax,nova scotia,canada
5508,5508,25391,34.74389988072476,en,ottawa,ontario,canada
5509,5509,26473,37.0,en,charlotte,north carolina,usa
5510,5510,29257,34.74389988072476,en,fairbanks,",",
5511,5511,30276,49.0,en,wildwood,new jersey,usa
5515,5515,39372,68.0,en,san marcos,texas,usa
5516,5516,42256,34.74389988072476,en,winfield,alberta,canada
5517,5517,44595,39.0,en,toronto,ontario,canada
5518,5518,50895,34.74389988072476,en,calverton,new york,usa
5521,5521,57156,34.74389988072476,en,washington,pennsylvania,usa
5522,5522,59189,33.0,en,houston,texas,usa
5523,5523,59727,24.0,en,plano,texas,usa
5525,5525,67397,50.0,en,bloomfield,new jersey,usa
5526,5526,69697,24.0,en,west sacramento,california,usa
5527,5527,72238,34.74389988072476,en,durham,maine,usa
5529,5529,73504,24.0,en,são paulo,,brazil
5530,5530,74297,34.74389988072476,en,goleta,california,usa
5531,5531,75860,30.0,en,buffalo,minnesota,usa
5534,5534,84191,34.74389988072476,en,fulton,"missouri,",
5536,5536,98391,52.0,en,morrow,georgia,usa
5537,5537,106059,34.0,en,apo,armed services europe,usa
5538,5538,108480,34.74389988072476,en,caracas,dtto federal,venezuela
5539,5539,111470,33.0,en,nemacolin,pennsylvania,usa
5540,5540,114368,33.0,en,mechanicsville,maryland,usa
5541,5541,115841,60.0,en,hutchinson,kansas,usa
5542,5542,117384,29.0,en,some other,planet,far away...
5544,5544,124372,36.0,en,acworth,georgia,usa
5545,5545,132544,38.0,en,ottawa,ontario,canada
5546,5546,132846,34.74389988072476,en,ocean shores,washington,usa
5548,5548,138441,34.0,en,merrimack,new hampshire,usa
5550,5550,145546,37.0,en,acton,massachusetts,usa
5551,5551,146906,34.74389988072476,en,washington,pennsylvania,usa
5553,5553,150561,33.0,en,bodegraven,zuid-holland,netherlands
5556,5556,156269,53.0,en,chicago,illinois,usa
5557,5557,156467,38.0,en,waltham,massachusetts,usa
5560,5560,166824,34.74389988072476,en,nova,virginia,usa
5561,5561,170575,32.0,en,bethlehem,pennsylvania,usa
5562,5562,170742,41.0,en,o`fallon,missouri,usa
5564,5564,174692,59.0,en,lagrange,",",
5566,5566,177374,34.74389988072476,en,kingston,washington,usa
5570,5570,186447,32.0,en,seattle,washington,usa
5575,5575,207349,25.0,en,seadrift,texas,usa
5579,5579,223190,33.0,en,the woodlands,texas,usa
5586,5586,231264,38.0,en,san antonio,texas,usa
5587,5587,232066,30.0,en,swartz creek,michigan,usa
5588,5588,235392,27.0,en,st. louis,missouri,usa
5591,5591,245542,34.74389988072476,en,halifax,nova scotia,canada
5601,5601,270828,44.0,en,port moody,british columbia,canada
5602,5602,271604,47.0,en,san diego,california,usa
5605,5605,19522,54.0,en,candler,north carolina,usa
5609,5609,30029,37.0,en,simi valley,california,usa
5611,5611,45765,52.0,en,mundelein,illinois,usa
5612,5612,48975,34.74389988072476,en,beaver dams,new york,usa
5613,5613,51450,54.0,en,lawrenceville,georgia,usa
5614,5614,55203,57.0,en,mendon,massachusetts,usa
5616,5616,61038,53.0,en,riverside public library,illinois,usa
5617,5617,65038,28.0,en,longmont,colorado,usa
5618,5618,71712,26.0,en,valley center,kansas,usa
5620,5620,91103,35.0,en,casper,wyoming,usa
5621,5621,93770,34.74389988072476,en,calgary,alberta,canada
5622,5622,94385,55.0,en,peoria,illinois,usa
5623,5623,101422,44.0,en,phoenix,arizona,usa
5625,5625,112614,46.0,en,slippery rock,pennsylvania,usa
5628,5628,118647,25.0,en,cologno monzese,",",
5644,5644,224430,34.74389988072476,en,louisville,kentucky,usa
5650,5650,230900,26.0,en,kota kinabalu,sabah,malaysia
5652,5652,244455,34.74389988072476,en,grand forks,british columbia,canada
5659,5659,271503,34.74389988072476,en,wichita,kansas,usa
5660,5660,273805,34.0,en,houghton,michigan,usa
5661,5661,278188,34.0,en,lake george,new york,usa
5665,5665,2630,66.0,en,kingsland,texas,usa
5667,5667,6254,34.74389988072476,en,enfield,connecticut,usa
5669,5669,12343,42.0,en,grass lake,michigan,usa
5673,5673,30711,32.0,en,sydney,new south wales,australia
5675,5675,33179,34.74389988072476,en,freedonia,emilia romagna,antarctica
5676,5676,33763,34.74389988072476,en,sonora,",",
5679,5679,36978,34.74389988072476,en,monrovia,maryland,usa
5682,5682,45155,57.0,en,minden,louisiana,usa
5683,5683,45857,45.0,en,bel nor,missouri,usa
5684,5684,45918,32.0,en,newcastle upon tyne,tyne and wear,united kingdom
5685,5685,46500,23.0,en,raytown,missouri,usa
5688,5688,55729,24.0,en,hudson,wisconsin,usa
5689,5689,56066,41.0,en,kansas city,missouri,usa
5691,5691,57601,34.74389988072476,en,san diego,california,usa
5692,5692,60178,47.0,en,west bloomfield,michigan,usa
5694,5694,63184,22.0,en,gympie,queensland,australia
5695,5695,66945,26.0,en,tuscon,arizona,usa
5696,5696,67627,34.74389988072476,en,kent,ohio,usa
5697,5697,67796,33.0,en,pensacola,florida,usa
5698,5698,68984,26.0,en,aurora,illinois,usa
5702,5702,76576,17.0,en,snellville,georgia,usa
5704,5704,87949,44.0,en,gladewater,texas,usa
5707,5707,93367,34.74389988072476,en,frisco,texas,usa
5708,5708,94784,34.74389988072476,en,ft. lauderdale,florida,usa
5709,5709,99312,28.0,en,apple valley,minnesota,usa
5711,5711,106388,27.0,en,sarasota,florida,usa
5714,5714,108306,38.0,en,rancho cordova,california,usa
5715,5715,108352,37.0,en,rochester,michigan,usa
5717,5717,110929,25.0,en,felixstowe,england,united kingdom
5719,5719,114947,33.0,en,plymouth,minnesota,usa
5720,5720,121490,34.74389988072476,en,colonia,new jersey,usa
5722,5722,124474,53.0,en,canon city,colorado,usa
5723,5723,125045,43.0,en,ipswich,,united kingdom
5724,5724,126232,29.0,en,branchville,new jersey,usa
5727,5727,134401,19.0,en,bossier city,louisiana,usa
5730,5730,135855,34.0,en,pelzer,south carolina,usa
5732,5732,139742,36.0,en,toronto,ontario,canada
5735,5735,145624,35.0,en,london,ontario,canada
5736,5736,155223,21.0,en,bloomfield,new mexico,usa
5738,5738,164783,34.74389988072476,en,cleveland,ohio,usa
5740,5740,166145,74.0,en,savannah,georgia,usa
5741,5741,168383,17.0,en,miami,florida,usa
5743,5743,173538,27.0,en,ipswich,england,united kingdom
5744,5744,173901,45.0,en,glenwood,arkansas,usa
5745,5745,174151,34.0,en,carrollton,georgia,usa
5746,5746,175149,32.0,en,mt. pleasant,michigan,usa
5747,5747,175223,34.74389988072476,en,fort meade,maryland,usa
5749,5749,178502,39.0,en,falcon,colorado,usa
5750,5750,182275,29.0,en,mississauga,ontario,canada
5751,5751,183046,34.74389988072476,en,toronto,ontario,canada
5759,5759,216099,34.74389988072476,en,ciudad colón,san josé,costa rica
5760,5760,218344,23.0,en,melbourne,victoria,australia
5761,5761,218441,34.74389988072476,en,middleburg,pennsylvania,usa
5762,5762,220892,34.74389988072476,en,lansing,michigan,usa
5763,5763,222372,54.0,en,ottawa,ontario,canada
5764,5764,224013,17.0,en,jacksonville,florida,usa
5766,5766,228108,34.74389988072476,en,navarre,florida,usa
5767,5767,231856,34.74389988072476,en,calgary,alberta,canada
5770,5770,233911,41.0,en,romney,west virginia,usa
5771,5771,234077,34.74389988072476,en,arlington,texas,usa
5774,5774,242299,25.0,en,orlando,florida,usa
5776,5776,248615,42.0,en,emmetsburg,iowa,usa
5777,5777,249746,46.0,en,lincoln,california,usa
5778,5778,251003,37.0,en,latonia,kentucky,usa
5779,5779,251501,34.74389988072476,en,universal city,texas,usa
5780,5780,252287,58.0,en,boynton beach,florida,usa
5781,5781,253005,43.0,en,huntsville,alabama,usa
5783,5783,258879,34.74389988072476,en,austin,",",
5784,5784,260974,34.74389988072476,en,chicago,illinois,usa
5785,5785,261265,22.0,en,bremerton,washington,usa
5786,5786,262736,25.0,en,gaines,michigan,usa
5788,5788,266807,35.0,en,tustin,california,usa
5790,5790,270554,34.74389988072476,en,fredericton,new brunswick,canada
5792,5792,275020,34.74389988072476,en,new york,new york,usa
5793,5793,51,34.0,en,renton,washington,usa
5795,5795,735,29.0,en,cortland,new york,usa
5796,5796,1619,34.74389988072476,en,visalia,california,usa
5797,5797,5331,26.0,en,hull,england,united kingdom
5798,5798,5476,34.74389988072476,en,chester,",",
5799,5799,6866,51.0,en,paris,ile de france,france
5802,5802,7860,34.74389988072476,en,northfield,massachusetts,usa
5809,5809,17337,34.74389988072476,en,jacksonville,",",
5810,5810,18170,27.0,en,reus,catalunya,andorra
5811,5811,19508,34.74389988072476,en,indianapolis,indiana,usa
5815,5815,23191,51.0,en,seattle,washington,usa
5816,5816,24186,36.0,en,vineland,new jersey,usa
5818,5818,26416,46.0,en,ft worth,texas,usa
5823,5823,30531,23.0,en,st. petersburg,florida,usa
5824,5824,30854,34.74389988072476,en,warrington,pennsylvania,usa
5825,5825,32036,34.74389988072476,en,lakeland,florida,usa
5826,5826,32524,34.74389988072476,en,redington beach,florida,usa
5828,5828,35531,34.74389988072476,en,north canton,ohio,usa
5830,5830,36286,21.0,en,kl,kl,malaysia
5831,5831,37311,34.74389988072476,en,oroville,california,usa
5835,5835,39227,37.0,en,san diego,california,usa
5837,5837,40199,39.0,en,hendersonville,north carolina,usa
5840,5840,41162,34.74389988072476,en,west chicago,illinois,usa
5841,5841,41580,47.0,en,niles,michigan,usa
5846,5846,45383,51.0,en,elizabethtown,pennsylvania,usa
5847,5847,45454,49.0,en,bear,delaware,usa
5848,5848,45557,33.0,en,flossmoor,illinois,usa
5849,5849,46671,49.0,en,chery hill,new jersey,usa
5850,5850,50320,43.0,en,florence,",",
5852,5852,52328,62.0,en,mulvane,kansas,usa
5853,5853,54622,34.74389988072476,en,kuala lumpur,federal territory,malaysia
5854,5854,55407,34.74389988072476,en,richmond,virginia,usa
5855,5855,55858,28.0,en,dartmouth,nova scotia,canada
5856,5856,56307,34.74389988072476,en,el segundo,california,usa
5858,5858,57068,34.74389988072476,en,arlington,virginia,usa
5859,5859,58776,54.0,en,jacksonville,",",
5861,5861,59092,41.0,en,dublin,california,usa
5865,5865,59918,34.74389988072476,en,la crosse,wisconsin,usa
5866,5866,60229,34.74389988072476,en,fort wayne,indiana,usa
5868,5868,60711,24.0,en,attleboro,massachusetts,usa
5869,5869,61885,34.74389988072476,en,las vegas,nevada,usa
5870,5870,62844,34.74389988072476,en,rochester,new york,usa
5872,5872,62895,39.0,en,chesterfield,derbyshire,united kingdom
5873,5873,63865,39.0,en,pomona,california,usa
5879,5879,72863,33.0,en,amersfoort,utrecht,netherlands
5880,5880,74637,29.0,en,derby,kansas,usa
5882,5882,76795,34.74389988072476,en,greenwood,indiana,usa
5884,5884,78496,34.74389988072476,en,hampton,illinois,usa
5885,5885,79041,34.74389988072476,en,morro bay,california,usa
5886,5886,80642,43.0,en,st louis,missouri,usa
5888,5888,82926,34.74389988072476,en,vista,california,usa
5889,5889,83467,60.0,en,northridge,california,usa
5891,5891,84882,34.74389988072476,en,woodstock,georgia,usa
5892,5892,86107,34.74389988072476,en,stockton,california,usa
5893,5893,87473,28.0,en,northampton,massachusetts,usa
5895,5895,90146,34.74389988072476,en,gilroy,california,usa
5896,5896,90423,50.0,en,gaithersburg,maryland,usa
5897,5897,91059,54.0,en,evanston,wyoming,usa
5899,5899,92132,20.0,en,terre haute,indiana,usa
5900,5900,92278,44.0,en,albuquerque,new mexico,usa
5902,5902,93379,38.0,en,little fork,minnesota,usa
5904,5904,93871,34.74389988072476,en,seattle,washington,usa
5905,5905,94237,34.74389988072476,en,tampa,florida,usa
5908,5908,96514,43.0,en,south pasadena,florida,usa
5909,5909,97160,34.74389988072476,en,north port,florida,usa
5912,5912,99650,34.74389988072476,en,frenchtown,montana,usa
5914,5914,101341,34.74389988072476,en,northridge,california,usa
5915,5915,101744,34.74389988072476,en,st. anne,illinois,usa
5920,5920,104880,21.0,en,madison,wisconsin,usa
5922,5922,106225,38.0,en,chicago,illinois,usa
5925,5925,107671,34.74389988072476,en,newbury park,california,usa
5928,5928,110847,34.74389988072476,en,glens falls,new york,usa
5933,5933,114200,41.0,en,cleveland,ohio,usa
5935,5935,114655,23.0,en,windsor,ontario,canada
5936,5936,114695,34.74389988072476,en,palmerston,ontario,canada
5939,5939,115675,23.0,en,rockville centre,new york,usa
5940,5940,116630,61.0,en,syracuse,new york,usa
5941,5941,117489,34.74389988072476,en,houston,texas,usa
5942,5942,118484,34.74389988072476,en,wonder lake,illinois,usa
5943,5943,119387,32.0,en,louisville,kentucky,usa
5944,5944,119631,46.0,en,madison,wisconsin,usa
5945,5945,121042,34.74389988072476,en,saint louis,missouri,usa
5946,5946,122116,16.0,en,arlington,texas,usa
5948,5948,123809,34.74389988072476,en,minneapolis,",",
5954,5954,126783,44.0,en,wolverhampton,england,united kingdom
5955,5955,126948,26.0,en,heidelberg,baden-wuerttemberg,germany
5959,5959,128639,57.0,en,st. louis,",",
5960,5960,130199,20.0,en,canoga park,california,usa
5961,5961,130426,34.74389988072476,en,walla walla,washington,usa
5963,5963,130658,90.0,en,montreal,",",
5964,5964,131108,21.0,en,storm lake,iowa,usa
5965,5965,133682,34.74389988072476,en,las cruces,new mexico,usa
5966,5966,134247,26.0,en,winfield,illinois,usa
5971,5971,136401,34.74389988072476,en,oceanside,california,usa
5974,5974,138097,35.0,en,winter park,florida,usa
5976,5976,143415,50.0,en,bellingham,washington,usa
5977,5977,145234,52.0,en,orlando,florida,usa
5978,5978,145423,33.0,en,lapeer,michigan,usa
5981,5981,145614,41.0,en,st. clairsville,ohio,usa
5982,5982,145961,51.0,en,bolingbrook,illinois,usa
5983,5983,146616,57.0,en,olympia,washington,usa
5987,5987,149908,29.0,en,hull,england,united kingdom
5989,5989,151143,34.74389988072476,en,deming,new mexico,usa
5992,5992,154443,31.0,en,kingsland,georgia,usa
5993,5993,154469,34.74389988072476,en,trois-rivières ouest,quebec,canada
5996,5996,161348,17.0,en,palmdale,california,usa
6000,6000,167310,34.74389988072476,en,wonder lake,illinois,usa
6004,6004,168877,48.0,en,deltona,florida,usa
6007,6007,173560,34.74389988072476,en,manchester,lancashire,united kingdom
6009,6009,174726,34.74389988072476,en,san diego,california,usa
6010,6010,174738,43.0,en,elkhart,indiana,usa
6011,6011,174834,59.0,en,portland,oregon,usa
6012,6012,174911,34.74389988072476,en,rochester,new hampshire,usa
6013,6013,175000,27.0,en,ridgeland,mississippi,usa
6014,6014,175647,34.74389988072476,en,nieuwegein,,netherlands
6015,6015,176577,54.0,en,charlottesville,virginia,usa
6017,6017,177072,47.0,en,moberly,missouri,usa
6019,6019,177451,34.74389988072476,en,arlington,texas,usa
6020,6020,178195,58.0,en,spokane,washington,usa
6023,6023,180586,34.74389988072476,en,creston,british columbia,canada
6024,6024,180651,54.0,en,coventry,england,united kingdom
6025,6025,180903,31.0,en,meudon,,france
6027,6027,183995,49.0,en,columbus (grandview heights),ohio,usa
6028,6028,184401,55.0,en,olympia,washington,united state
6033,6033,188696,34.74389988072476,en,chula vista,"california,",
6034,6034,192230,30.0,en,topeka,kansas,usa
6040,6040,200386,34.74389988072476,en,vista,california,usa
6043,6043,201783,25.0,en,white haven,pennsylvania,usa
6044,6044,203274,44.0,en,olympia,washington,usa
6045,6045,203441,38.0,en,crownsville,maryland,usa
6046,6046,204011,46.0,en,enfield,new hampshire,usa
6047,6047,206567,33.0,en,new orleans,louisiana,usa
6050,6050,207341,58.0,en,ottawa,ontario,canada
6051,6051,207440,34.74389988072476,en,cary,north carolina,usa
6053,6053,208781,44.0,en,lake george,new york,usa
6057,6057,211231,21.0,en,prague,prague,czech republic
6059,6059,211944,42.0,en,gap,",",
6060,6060,212119,34.74389988072476,en,elkhart,indiana,usa
6062,6062,214138,79.0,en,"lakeland,",florida,usa
6063,6063,215357,34.74389988072476,en,zephyrhills,florida,usa
6066,6066,217873,29.0,en,tucson,arizona,usa
6069,6069,219321,34.74389988072476,en,marshfield,massachusetts,usa
6071,6071,221687,34.0,en,beach park,illinois,usa
6072,6072,221981,39.0,en,vineland,new jersey,usa
6073,6073,223325,48.0,en,louisville,kentucky,usa
6074,6074,223587,34.74389988072476,en,pgh,pennsylvania,usa
6075,6075,223644,30.0,en,newmarket,ontario,canada
6077,6077,224427,46.0,en,saint augustine,florida,usa
6083,6083,228249,20.0,en,ocala,florida,usa
6084,6084,228579,29.0,en,brooklyn,new york,usa
6090,6090,231251,34.74389988072476,en,woodstock,",",
6092,6092,232316,28.0,en,oakland,california,usa
6094,6094,233526,35.0,en,kissimmee,florida,usa
6095,6095,233670,25.0,en,casselberry,florida,usa
6097,6097,234743,34.74389988072476,en,hampton,virginia,usa
6100,6100,236164,42.0,en,elkhorn,nebraska,usa
6103,6103,236392,34.74389988072476,en,gurnee,illinois,usa
6106,6106,238889,33.0,en,clark fork,idaho,usa
6107,6107,241401,34.74389988072476,en,coral springs,florida,usa
6109,6109,242103,26.0,en,panama city,florida,usa
6110,6110,243488,55.0,en,seattle,washington,usa
6111,6111,243883,35.0,en,nazareth,pennsylvania,usa
6112,6112,244657,32.0,en,chicago,illinois,usa
6113,6113,245740,42.0,en,new brighton,minnesota,usa
6116,6116,246740,46.0,en,cypress,texas,usa
6118,6118,248752,25.0,en,charlottesville,virginia,usa
6119,6119,250510,34.74389988072476,en,st. louis,missouri,usa
6125,6125,252654,34.74389988072476,en,hoboken,new jersey,usa
6128,6128,254412,34.74389988072476,en,st. johnsbury,vermont,usa
6129,6129,254938,34.74389988072476,en,tucson,arizona,usa
6131,6131,255175,34.74389988072476,en,san diego,california,usa
6135,6135,259205,24.0,en,magdeburg,sachsen-anhalt,germany
6143,6143,265281,32.0,en,virginia beach,virginia,usa
6146,6146,267409,34.0,en,las vegas,nevada,usa
6147,6147,268012,34.74389988072476,en,bethesda,maryland,usa
6149,6149,268244,33.0,en,san marcos,california,usa
6152,6152,269273,34.74389988072476,en,costa mesa,california,usa
6155,6155,270211,33.0,en,university city,missouri,usa
6156,6156,271245,34.74389988072476,en,seattle,washington,usa
6157,6157,271273,34.74389988072476,en,oceanside,",",
6160,6160,274325,51.0,en,amsterdam,,netherlands
6161,6161,274361,60.0,en,markham,",",
6162,6162,275357,38.0,en,charlotte,north carolina,usa
6163,6163,275439,34.74389988072476,en,lincoln city,oregon,usa
6165,6165,277168,37.0,en,palestine,texas,usa
6168,6168,277922,26.0,en,st. louis,missouri,usa
6170,6170,278333,34.74389988072476,en,yakima,washington,usa
6172,6172,53,34.74389988072476,en,tacoma,washington,usa
6174,6174,55486,34.74389988072476,en,mt. prospect,illinois,usa
6175,6175,128835,60.0,en,bellingham,washington,usa
6176,6176,132275,34.74389988072476,en,lake charles,louisiana,usa
6177,6177,141989,44.0,en,fraser valley,british columbia,canada
6181,6181,246427,34.0,en,fort worth,texas,usa
6183,6183,25471,39.0,9,silver spring,maryland,usa
6184,6184,35424,22.0,9,cary,north carolina,usa
6187,6187,64333,27.0,9,paris,ile de france,france
6188,6188,117539,30.0,9,rock hill,south carolina,usa
6189,6189,187245,34.74389988072476,9,longmont,colorado,usa
6194,6194,11629,21.0,en,houston,texas,usa
6195,6195,29083,34.74389988072476,en,newark,delaware,usa
6196,6196,36442,34.74389988072476,en,menlo park,california,usa
6198,6198,81924,38.0,en,boulder,colorado,usa
6199,6199,85015,34.74389988072476,en,cambridge,massachusetts,usa
6200,6200,88767,41.0,en,boonton,new jersey,usa
6201,6201,91736,35.0,en,victoria,british columbia,canada
6202,6202,96107,34.74389988072476,en,san antonio,texas,usa
6203,6203,139467,53.0,en,norfolk,virginia,usa
6205,6205,178151,58.0,en,lake elsinore,california,usa
6206,6206,191188,80.0,en,oakland,california,usa
6207,6207,209229,35.0,en,fairfax,",",
6211,6211,245925,57.0,en,sacramento,california,usa
6219,6219,110693,34.74389988072476,en,tacoma,"washington,",
6220,6220,56,24.0,9,cheyenne,wyoming,usa
6221,6221,4431,34.74389988072476,9,lewisville,texas,usa
6222,6222,14254,43.0,9,centreville,nova scotia,canada
6223,6223,16996,23.0,9,stratford,iowa,usa
6224,6224,29058,34.74389988072476,9,fort collins,colorado,usa
6225,6225,29387,34.74389988072476,9,plymouth,minnesota,usa
6228,6228,58151,34.74389988072476,9,harrisburg,pennsylvania,usa
6231,6231,75852,34.74389988072476,9,north bend,,usa
6233,6233,76781,30.0,9,fountain valley,california,usa
6237,6237,91967,34.74389988072476,9,lincoln,nebraska,usa
6238,6238,93629,54.0,9,baton rouge,louisiana,usa
6243,6243,122141,34.74389988072476,9,omaha,midwest,usa
6244,6244,127129,34.74389988072476,9,langley,british columbia,canada
6246,6246,138189,37.0,9,saint paul,minnesota,usa
6250,6250,158258,34.74389988072476,9,tucson,arizona,usa
6251,6251,173828,56.0,9,rome,ohio,usa
6252,6252,174851,43.0,9,missoula,montana,usa
6253,6253,178731,43.0,9,paullina,iowa,usa
6254,6254,196728,34.74389988072476,9,providence,rhode island,usa
6258,6258,211117,34.74389988072476,9,boca raton,florida,usa
6259,6259,214272,42.0,9,paris,tennessee,usa
6262,6262,224159,34.74389988072476,9,redding,california,usa
6264,6264,233578,43.0,9,san antonio,texas,usa
6267,6267,239393,34.74389988072476,9,portland,oregon,usa
6271,6271,259793,34.74389988072476,9,flint,michigan,usa
6277,6277,58252,17.0,en,long island,new york,usa
6278,6278,71497,34.74389988072476,en,chattanooga,tennessee,usa
6279,6279,76499,34.74389988072476,en,new york,new york,usa
6280,6280,130806,20.0,en,sussex,new brunswick,canada
6281,6281,134408,19.0,en,vicksburg,michigan,usa
6282,6282,138301,29.0,en,pasco,washington,usa
6283,6283,152249,34.74389988072476,en,salt lake,utah,usa
6284,6284,158262,29.0,en,antioch,"tennessee,",
6286,6286,178945,34.74389988072476,en,copenhagen,copenhagen,denmark
6287,6287,184653,34.74389988072476,en,woody creek,colorado,usa
6288,6288,212260,34.74389988072476,en,geneva,new york,usa
6289,6289,238887,34.74389988072476,en,mahtomedi,minnesota,usa
6292,6292,72368,15.0,en,milford,iowa,usa
6293,6293,75908,15.0,en,milford,iowa,usa
6297,6297,241981,34.74389988072476,en,seattle,washington,usa
6298,6298,64,32.0,fr,lyon,rhone,france
6299,6299,140541,36.0,fr,lyon,rhône-alpes,france
6300,6300,67,43.0,en,framingham,massachusetts,usa
6301,6301,32195,34.74389988072476,en,fall river,massachusetts,usa
6303,6303,64010,34.74389988072476,en,barrie,ontario,canada
6307,6307,152435,40.0,en,indianapolis,indiana,usa
6309,6309,184891,50.0,en,yucaipa,california,usa
6313,6313,245988,34.74389988072476,en,regina,saskatchewan,canada
6320,6320,7915,34.74389988072476,9,st. paul,minnesota,usa
6321,6321,8167,39.0,9,cambridge,",",
6322,6322,11065,46.0,9,columbia,missouri,usa
6324,6324,11718,34.74389988072476,9,reno,nevada,usa
6325,6325,12100,26.0,9,quezon city,national capital region,philippines
6326,6326,12423,52.0,9,bloomington,illinois,usa
6327,6327,13551,34.74389988072476,9,raleigh,north carolina,usa
6328,6328,15884,34.74389988072476,9,salt lake city,utah,usa
6329,6329,16488,36.0,9,milwaukee,wisconsin,usa
6330,6330,19664,19.0,9,katonah,new york,usa
6332,6332,21618,24.0,9,atlanta,georgia,usa
6333,6333,22074,34.74389988072476,9,san luis obispo,california,usa
6336,6336,26803,20.0,9,minneapolis,minnesota,usa
6337,6337,27947,28.0,9,lima,ohio,usa
6338,6338,30511,34.74389988072476,9,culemborg,gelderland,netherlands
6339,6339,31226,33.0,9,sofia,,bulgaria
6342,6342,35789,34.74389988072476,9,los angeles,california,usa
6344,6344,36609,32.0,9,zachary,louisiana,usa
6345,6345,37019,34.74389988072476,9,sunnyvale,california,usa
6346,6346,37936,15.0,9,wauwatosa,wisconsin,usa
6347,6347,38007,34.74389988072476,9,mt. view,california,usa
6351,6351,46461,34.74389988072476,9,hershey,pennsylvania,usa
6353,6353,51359,34.74389988072476,9,lenexa,kansas,usa
6354,6354,51883,31.0,9,jasper,missouri,usa
6357,6357,56661,34.74389988072476,9,green,ohio,usa
6358,6358,60041,29.0,9,okemos,michigan,usa
6361,6361,70541,26.0,9,hamburg,hamburg,germany
6363,6363,72759,34.74389988072476,9,seattle,",",
6365,6365,80203,34.0,9,olympia,wa,usa
6366,6366,81216,34.74389988072476,9,lake jackson,texas,usa
6367,6367,81274,28.0,9,london,england,united kingdom
6368,6368,84523,30.0,9,apopka,",",
6369,6369,85455,34.74389988072476,9,winona,minnesota,usa
6373,6373,92498,34.74389988072476,9,sydney,new south wales,australia
6374,6374,93397,44.0,9,chicago,illinois,usa
6378,6378,103699,25.0,9,salt lake city,utah,usa
6381,6381,109785,40.0,9,new york,new york,usa
6384,6384,111979,24.0,9,seattle,washington,usa
6391,6391,115907,37.0,9,sunnyvale,california,usa
