,Unnamed: 0,user_id,location,age,isbn,rating,book_title,book_author,year_of_publication,publisher,img_m,Summary,Language,Category,city,state,country
1679,18335,11676,"n/a, n/a, n/a",34.74389988072476,0380718332,9,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993.0,Avon,http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg,"Dr. Kay Scarpetta is up against a serial killer who targets young
lovers.",en,Fiction,,,
1680,18336,14521,"providence, rhode island, usa",34.74389988072476,0380718332,8,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993.0,Avon,http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg,"Dr. Kay Scarpetta is up against a serial killer who targets young
lovers.",en,Fiction,providence,rhode island,usa
1681,18337,16155,"kuala lumpur, , malaysia",47.0,0380718332,8,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993.0,Avon,http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg,"Dr. Kay Scarpetta is up against a serial killer who targets young
lovers.",en,Fiction,kuala lumpur,,malaysia
1682,18512,243,"arden hills, minnesota, usa",34.74389988072476,0380754509,8,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,1988.0,Avon Books,http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg,"While spending part of the summer at picturesque Magic Lake, twelve-
year-old Flee Jay and her competitive bright younger sister become
involved with a hermit, vandalism, and a forty-year-old mystery
concerning a kidnapped child.",en,Detective and mystery stories,arden hills,minnesota,usa
1683,18513,191187,"cedar rapids, iowa, usa",34.74389988072476,0380754509,8,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,1988.0,Avon Books,http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg,"While spending part of the summer at picturesque Magic Lake, twelve-
year-old Flee Jay and her competitive bright younger sister become
involved with a hermit, vandalism, and a forty-year-old mystery
concerning a kidnapped child.",en,Detective and mystery stories,cedar rapids,iowa,usa
1684,18514,198711,"little canada, minnesota, usa",62.0,0380754509,8,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,1988.0,Avon Books,http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg,"While spending part of the summer at picturesque Magic Lake, twelve-
year-old Flee Jay and her competitive bright younger sister become
involved with a hermit, vandalism, and a forty-year-old mystery
concerning a kidnapped child.",en,Detective and mystery stories,little canada,minnesota,usa
1685,18515,243,"arden hills, minnesota, usa",34.74389988072476,038076654X,8,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,arden hills,minnesota,usa
1686,18516,6575,"seattle, washington, usa",34.74389988072476,038076654X,8,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,seattle,washington,usa
1687,18517,9908,"woodstock, georgia, usa",36.0,038076654X,10,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,woodstock,georgia,usa
1688,18518,14422,"apple valley, minnesota, usa",34.74389988072476,038076654X,8,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,apple valley,minnesota,usa
1689,18519,28096,"prescott, arizona, usa",44.0,038076654X,6,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,prescott,arizona,usa
1690,18520,78783,"chantilly, virginia, usa",49.0,038076654X,8,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,chantilly,virginia,usa
1691,18521,85486,"gridley, california, usa",48.0,038076654X,8,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,gridley,california,usa
1692,18522,94787,"cleveland, ohio, usa",24.0,038076654X,8,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,cleveland,ohio,usa
1693,18523,107784,"tarentum, pennsylvania, usa",34.74389988072476,038076654X,8,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,tarentum,pennsylvania,usa
1694,18524,114368,"mechanicsville, maryland, usa",33.0,038076654X,5,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,9,9,9,mechanicsville,maryland,usa
1695,18541,243,"arden hills, minnesota, usa",34.74389988072476,0380807866,8,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,arden hills,minnesota,usa
1696,18542,3371,"groveland, massachusetts, usa",25.0,0380807866,7,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,groveland,massachusetts,usa
1697,18543,9908,"woodstock, georgia, usa",36.0,0380807866,8,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,woodstock,georgia,usa
1698,18544,11629,"houston, texas, usa",21.0,0380807866,8,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,houston,texas,usa
1699,18545,12982,"getxo, vizcaya, spain",41.0,0380807866,9,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,getxo,vizcaya,spain
1700,18546,14422,"apple valley, minnesota, usa",34.74389988072476,0380807866,8,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,apple valley,minnesota,usa
1701,18547,16634,"little rock, arkansas, usa",42.0,0380807866,8,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,little rock,arkansas,usa
1702,18548,38023,"hayward, california, usa",30.0,0380807866,8,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,hayward,california,usa
1703,18549,51094,"milton, ontario, canada",34.74389988072476,0380807866,8,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,milton,ontario,canada
1704,18550,54622,"kuala lumpur, federal territory, malaysia",34.74389988072476,0380807866,7,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,9,9,9,kuala lumpur,federal territory,malaysia
1705,18570,243,"arden hills, minnesota, usa",34.74389988072476,0385316895,6,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,arden hills,minnesota,usa
1706,18571,23871,"pompano beach, florida, usa",34.74389988072476,0385316895,10,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,pompano beach,florida,usa
1707,18572,29855,"morris, connecticut, usa",53.0,0385316895,8,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,morris,connecticut,usa
1708,18573,31315,"henryville, indiana, usa",34.0,0385316895,10,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,henryville,indiana,usa
1709,18574,91002,"anytown, new york, usa",37.0,0385316895,8,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,anytown,new york,usa
1710,18575,100264,"brunswick, ohio, usa",37.0,0385316895,8,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,brunswick,ohio,usa
1711,18576,112001,"barren springs, virginia, usa",43.0,0385316895,10,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,barren springs,virginia,usa
1712,18577,143236,"maryland heights, missouri, usa",46.0,0385316895,8,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,maryland heights,missouri,usa
1713,18578,144280,"michigan city, indiana, usa",25.0,0385316895,6,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,michigan city,indiana,usa
1714,18579,189516,"colorado springs, colorado, usa",37.0,0385316895,8,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...",en,Fiction,colorado springs,colorado,usa
1715,18582,243,"arden hills, minnesota, usa",34.74389988072476,0385497466,8,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,arden hills,minnesota,usa
1716,18583,4024,"nixa, missouri, usa",34.74389988072476,0385497466,8,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,nixa,missouri,usa
1717,18584,8053,"reno, nevada, usa",34.74389988072476,0385497466,8,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,reno,nevada,usa
1718,18585,8054,"reno, nevada, usa",34.74389988072476,0385497466,9,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,reno,nevada,usa
1719,18586,8362,"los angeles, california, usa",28.0,0385497466,8,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,los angeles,california,usa
1720,18587,8487,"carrollton, texas, usa",30.0,0385497466,8,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,carrollton,texas,usa
1721,18588,10339,"twinsburg, ohio, usa",34.74389988072476,0385497466,8,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,twinsburg,ohio,usa
1722,18589,11676,"n/a, n/a, n/a",34.74389988072476,0385497466,8,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,,,
1723,18590,14208,"sunnyvale, california, usa",34.74389988072476,0385497466,8,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,sunnyvale,california,usa
1724,18591,15700,"ponte vedra beach, florida, usa",46.0,0385497466,8,The Brethren,JOHN GRISHAM,2000.0,Doubleday,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,9,9,9,ponte vedra beach,florida,usa
1725,18726,243,"arden hills, minnesota, usa",34.74389988072476,0385508042,8,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,arden hills,minnesota,usa
1726,18727,3331,"mckeesport, pennsylvania, usa",60.0,0385508042,8,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,mckeesport,pennsylvania,usa
1727,18728,3556,"bismarck, north dakota, usa",68.0,0385508042,9,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,bismarck,north dakota,usa
1728,18729,3840,"meriden, connecticut, usa",46.0,0385508042,8,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,meriden,connecticut,usa
1729,18730,5609,"oradea, bihor, romania",25.0,0385508042,8,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,oradea,bihor,romania
1730,18731,6563,"burien, washington, usa",31.0,0385508042,8,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,burien,washington,usa
1731,18732,7346,"sunnyvale, california, usa",49.0,0385508042,8,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,sunnyvale,california,usa
1732,18733,9408,"waipahu, hawaii, usa",34.0,0385508042,8,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,waipahu,hawaii,usa
1733,18734,10699,"victoria, british columbia, canada",34.74389988072476,0385508042,8,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,victoria,british columbia,canada
1734,18735,10951,"cape canaveral, florida, usa",62.0,0385508042,9,The King of Torts,John Grisham,2003.0,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.",en,Fiction,cape canaveral,florida,usa
1735,18936,243,"arden hills, minnesota, usa",34.74389988072476,0385509456,8,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,arden hills,minnesota,usa
1736,18937,7158,"omaha, nebraska, usa",30.0,0385509456,8,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,omaha,nebraska,usa
1737,18938,9856,"glendale, colorado, usa",22.0,0385509456,8,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,glendale,colorado,usa
1738,18939,11676,"n/a, n/a, n/a",34.74389988072476,0385509456,8,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,,,
1739,18940,12538,"byron, minnesota, usa",18.0,0385509456,8,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,byron,minnesota,usa
1740,18941,23061,"burlington, vermont, usa",27.0,0385509456,8,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,burlington,vermont,usa
1741,18942,24921,"higley, arizona, usa",29.0,0385509456,8,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,higley,arizona,usa
1742,18943,26517,"dallas, north carolina, usa",34.74389988072476,0385509456,9,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,dallas,north carolina,usa
1743,18944,31315,"henryville, indiana, usa",34.0,0385509456,8,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,henryville,indiana,usa
1744,18945,31668,"medowie, ,",28.0,0385509456,8,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,9,9,9,medowie,",",
1745,19018,243,"arden hills, minnesota, usa",34.74389988072476,0385511612,8,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,arden hills,minnesota,usa
1746,19019,1596,"jackson, tennessee, usa",51.0,0385511612,6,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,jackson,tennessee,usa
1747,19020,5499,"lakeland, tennessee,",60.0,0385511612,10,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,lakeland,"tennessee,",
1748,19021,5609,"oradea, bihor, romania",25.0,0385511612,8,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,oradea,bihor,romania
1749,19022,7158,"omaha, nebraska, usa",30.0,0385511612,8,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,omaha,nebraska,usa
1750,19023,7915,"st. paul, minnesota, usa",34.74389988072476,0385511612,8,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,st. paul,minnesota,usa
1751,19024,11676,"n/a, n/a, n/a",34.74389988072476,0385511612,10,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,,,
1752,19025,11940,"maitland, florida, usa",52.0,0385511612,5,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,maitland,florida,usa
1753,19026,13273,"harrisburg, pennsylvania, usa",34.74389988072476,0385511612,8,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,harrisburg,pennsylvania,usa
1754,19027,18836,"herkimer, new york, usa",40.0,0385511612,10,Bleachers,John Grisham,2003.0,Doubleday,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.",en,Fiction,herkimer,new york,usa
1755,19169,243,"arden hills, minnesota, usa",34.74389988072476,0385720106,7,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,"While under the care of Alice Goodwin, a neighbor&#39;s child drowns
in the Goodwins&#39; pond, a devastating accident that has profound
repercussions for the entire Goodwin family, in a story set in a small
Midwestern farm town",en,Fiction,arden hills,minnesota,usa
1756,19170,1424,"north avoca, new south wales, australia",34.74389988072476,0385720106,7,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,"While under the care of Alice Goodwin, a neighbor&#39;s child drowns
in the Goodwins&#39; pond, a devastating accident that has profound
repercussions for the entire Goodwin family, in a story set in a small
Midwestern farm town",en,Fiction,north avoca,new south wales,australia
1757,19171,2608,"washburn, north dakota, usa",17.0,0385720106,8,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,"While under the care of Alice Goodwin, a neighbor&#39;s child drowns
in the Goodwins&#39; pond, a devastating accident that has profound
repercussions for the entire Goodwin family, in a story set in a small
Midwestern farm town",en,Fiction,washburn,north dakota,usa
1758,19172,5539,"austin, texas, usa",32.0,0385720106,8,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,"While under the care of Alice Goodwin, a neighbor&#39;s child drowns
in the Goodwins&#39; pond, a devastating accident that has profound
repercussions for the entire Goodwin family, in a story set in a small
Midwestern farm town",en,Fiction,austin,texas,usa
1759,19173,6575,"seattle, washington, usa",34.74389988072476,0385720106,7,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,"While under the care of Alice Goodwin, a neighbor&#39;s child drowns
in the Goodwins&#39; pond, a devastating accident that has profound
repercussions for the entire Goodwin family, in a story set in a small
Midwestern farm town",en,Fiction,seattle,washington,usa
1760,19174,7509,"manhattan beach, california, usa",34.74389988072476,0385720106,8,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,"While under the care of Alice Goodwin, a neighbor&#39;s child drowns
in the Goodwins&#39; pond, a devastating accident that has profound
repercussions for the entire Goodwin family, in a story set in a small
Midwestern farm town",en,Fiction,manhattan beach,california,usa
1761,19175,8027,"burlington, vermont, usa",34.74389988072476,0385720106,8,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,"While under the care of Alice Goodwin, a neighbor&#39;s child drowns
in the Goodwins&#39; pond, a devastating accident that has profound
repercussions for the entire Goodwin family, in a story set in a small
Midwestern farm town",en,Fiction,burlington,vermont,usa
1762,19176,8245,"torrance, california, usa",31.0,0385720106,8,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,"While under the care of Alice Goodwin, a neighbor&#39;s child drowns
in the Goodwins&#39; pond, a devastating accident that has profound
repercussions for the entire Goodwin family, in a story set in a small
Midwestern farm town",en,Fiction,torrance,california,usa
1763,19177,8454,"auburndale, massachusetts, usa",34.74389988072476,0385720106,6,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,"While under the care of Alice Goodwin, a neighbor&#39;s child drowns
in the Goodwins&#39; pond, a devastating accident that has profound
repercussions for the entire Goodwin family, in a story set in a small
Midwestern farm town",en,Fiction,auburndale,massachusetts,usa
